Station,Year,Month,Day,Max Temp. (degree Celcius),Min Temp. (degree Celcius),Rainfall (mm),Actual Evaporation (mm),"Relative Humidity (morning, %)","Relative Humidity (afternoon, %)",Sunshine (hour/day),Cloudy (hour/day),Solar Radiation (cal/cm^2/day),,,,,,,,,,,,,,,,,,,,,,,,,
,2018,6,30,34.8,27.2,0,5,80,67,4.4,9.2,331.73,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,7,1,35.4,27.8,50,6,84,64,6.8,6.7,406.23,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,7,2,32.5,24.8,39,4,87,84,3.1,10.4,287.59,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,7,3,29.9,25.2,5.8,1.8,91,84,0,13.5,188.2,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,7,4,32,25.2,87.6,5.6,91,100,0,13.5,188.2,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,7,5,31.4,24.4,0,2,96,74,2.2,11.3,258.74,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,7,6,34.2,26.4,0,6,80,87,9.6,3.9,496.01,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,7,7,34.5,27.4,0,5,84,71,9.4,4.1,489.54,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,7,8,33.6,27.3,0,5,83,70,5.6,7.9,367.75,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,7,9,32.4,26.8,0,4,83,73,2.3,11.2,261.94,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,7,10,32,27,7,2,83,91,2.8,10.7,277.97,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,7,11,33.5,26.2,7.6,2.6,91,74,5.8,7.7,374.16,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,7,12,33.2,26.4,0,7,87,77,7.8,5.7,438.29,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,7,13,34.2,27.4,1,4,84,67,6.2,7.3,386.99,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,7,14,34.8,27.3,2.6,6.6,77,67,8.7,4.8,467.15,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,7,15,34,27.8,0.8,3.8,80,70,7.4,6.1,425.47,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,7,16,33.5,26.7,17.2,5.2,83,73,7.2,6.3,419.05,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,7,17,32,25.8,1.2,3.2,96,70,6.3,7.2,390.2,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,7,18,34.6,26.2,0,5,80,74,11.2,2.3,547.31,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,7,19,37.7,28.4,6.6,6.6,74,62,7.3,6.2,422.26,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,7,20,36.7,26.4,0,5,87,65,6.2,7.3,386.99,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,7,21,31,27.8,2,2,83,87,1.3,12.2,229.88,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,7,22,31.8,26.2,19,4,87,84,3.3,10.2,294.01,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,7,23,31.2,25.4,19.8,1.8,91,96,0.7,12.8,210.64,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,7,24,31.3,25.2,48,2,96,96,0,13.5,188.02,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,7,25,28.6,25.4,4,2,100,100,0,13.5,188.2,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,7,26,28.7,26.2,14.4,0.4,91,96,0,13.5,188.2,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,7,27,29,25.6,21,2.4,91,100,0,13.5,188.2,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,7,28,29.5,25,2.2,3.2,91,96,0,13.5,188.2,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,7,29,31.2,26.4,3,3,91,87,4.3,9.2,326.07,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,7,30,32.2,26.3,1.2,3.2,84,80,4.7,8.8,338.89,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,7,31,33.4,27,0,5,84,74,6.6,6.9,399.82,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,8,1,32.4,26.7,1.8,2.8,79,83,2.2,10.7,255.61,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,8,2,30.8,26.4,13.6,1.6,83,83,0.3,12.6,193.42,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,8,3,31.5,25.5,6.6,3.6,91,77,3.6,9.3,301.44,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,8,4,31,25.8,4.2,1.2,96,83,0,12.9,183.6,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,8,5,31.5,26.7,10.4,3.4,92,84,1.4,11.5,229.42,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,8,6,34.4,25.8,0.8,5.8,87,71,9.5,3.4,494.58,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,8,7,33.7,27,0,5,79,67,9.6,3.3,497.85,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,8,8,34.5,26.8,0,5,76,70,7.6,5.3,432.38,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,8,9,35.6,27,0,4,82,67,4.2,8.7,321.08,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,8,10,35.8,27.2,0,5,92,70,6.2,6.7,386.55,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,8,11,34.5,27,0,3,84,74,0.7,12.2,206.5,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,8,12,32.6,27.6,4.6,1.6,84,74,2.3,10.6,258.89,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,8,13,34.6,27.2,0.8,4.8,80,74,5.7,7.2,370.18,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,8,14,37,27.8,9.4,4.4,84,65,8.4,4.5,548.57,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,8,15,36.4,27,1,7,91,64,10.2,2.7,517.49,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,8,16,37.4,26.4,2.4,0,76,59,8.7,4.2,468.39,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,8,17,36.7,27.2,2,0,84,74,7.7,5.2,435.65,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,8,18,38.2,27.4,3.6,0,83,59,8.8,4.1,471.66,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,8,19,34.8,28.3,0.4,6.4,80,74,9.7,3.2,501.12,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,8,20,34.2,27.6,0,0,70,77,9.4,3.5,491.3,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,8,21,33.2,25.6,39,0,91,64,4.2,8.7,321.08,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,8,22,32.8,26,2.2,0,73,67,10.2,2.7,517.49,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,8,23,35.4,26.4,1.6,0,83,80,4.3,8.6,324.35,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,8,24,34.4,27.8,54.2,0,91,77,1.8,11.1,342.52,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,8,25,34.8,25.4,2.8,4.8,96,77,7.7,5.2,435.65,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,8,26,35.4,26.2,0,5,83,74,8.2,4.7,452.02,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,8,27,32.8,27.4,0,4,76,70,5.4,7.5,360.36,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,8,28,34.5,27,0,6,76,80,8.3,4.6,455.29,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,8,29,32.8,25.4,1.2,3.2,83,77,7.6,5.3,432.38,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,8,30,36,27,0.2,4.2,84,74,5.7,7.2,307.18,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,8,31,37,27.4,0,4,83,62,8.6,4.3,465.11,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,9,1,34.6,27,0,5,77,67,5.2,7,318.83,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,9,2,32.2,26.8,13.8,3.8,87,80,2.4,9.8,233.84,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,9,3,32.5,25.4,19.8,4.8,87,77,6.3,5.9,352.22,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,9,4,34.2,26.8,3,4,91,74,5.8,6.4,337.04,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,9,5,35,27,0,5,87,70,10.6,1.6,482.73,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,9,6,33.5,26.2,0,7,76,67,10.3,1.9,473.63,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,9,7,33.6,25.8,0,3,72,84,7.4,4.8,385.6,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,9,8,33.8,26.7,5.2,3.2,83,77,5.7,6.5,334,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,9,9,35.5,26.4,2,6,76,67,7.4,4.8,385.6,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,9,10,34.5,27.2,0,5,79,67,4.3,7.9,291.51,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,9,11,34.3,27.4,11.2,4.2,79,77,2.4,9.8,233.84,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,9,12,34.2,26.2,28.8,6.8,83,71,4.3,7.9,291.51,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,9,13,29.6,22.6,2,1,100,95,0.6,11.6,179.21,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,9,14,32.4,23.2,0,3,91,80,0.4,11.8,173.14,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,9,15,34.5,25.6,0,5,91,67,8.7,3.5,425.06,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,9,16,35.3,26.4,0,4,80,67,9.4,2.8,446.31,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,9,17,36.6,27.2,0,5,73,59,10.4,1.8,476.66,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,9,18,36.8,27.6,0,6,70,59,9.3,2.9,443.27,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,9,19,36,27.8,38.8,0,74,65,8.4,3.8,415.96,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,9,20,33.5,25,6.4,4.4,83,70,9.7,2.5,455.41,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,9,21,32.4,24.2,1.2,5.2,72,67,6.7,5.5,364.36,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,9,22,33.6,25.4,0,2,84,64,6.8,5.4,367.39,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,9,23,34.5,26.4,0,4,73,67,6.3,5.9,352.22,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,9,24,34.8,26.6,7.6,5.6,69,64,3.8,8.4,276.33,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,9,25,33.5,27,0,2,87,77,1.3,10.9,445,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,9,26,34.5,26.8,0,3,87,74,3.3,8.9,26.16,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,9,27,34.6,27.2,0,3,83,71,4.8,7.4,306.69,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,9,28,35.5,27,0,2,80,65,5.3,6.9,321.86,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,9,29,35.6,26.8,0,2,84,62,5.4,6.8,324.9,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,9,30,36.2,27,0,4,84,57,8.3,3.9,412.92,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,10,1,36,26.8,0,4,77,53,9.3,2.2,412.98,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,10,2,36.4,24,0,4,63,50,7.4,4.1,358.11,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,10,3,36.2,25.8,5.2,5.2,66,56,6.8,4.7,340.78,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,10,4,34,24.2,0,3,72,76,3.8,7.7,254.14,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,10,5,34.8,25.2,0,3,83,61,6.4,5.1,329.23,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,10,6,34.4,24.2,0,3,72,61,5.7,5.8,309.01,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,10,7,35,24.3,0,3,73,58,8.3,3.2,384.1,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,10,8,35.5,24.2,0,4,69,46,7.8,3.7,369.66,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,10,9,33.2,25.2,0,3,76,57,5.7,5.8,309.01,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,10,10,29,24.2,3.6,1.6,79,76,0,11.5,144.4,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,10,11,27.5,24,29,2.6,86,82,0,11.5,144.4,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,10,12,26.2,23.6,14,0,100,91,0,11.5,144.4,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,10,13,25.8,22.8,13.6,0,95,100,0,11.5,144.4,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,10,14,29,22.2,0,5,95,76,5.2,6.3,294.57,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,10,15,32.5,22.4,0,1,83,76,8.8,2.7,398.54,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,10,16,32.4,22.8,0,3,87,56,8.2,3.3,381.21,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,10,17,32.5,20.8,0,4,79,53,7.2,4.3,352.33,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,10,18,31.8,22,0,2,75,58,5.8,5.7,311.9,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,10,19,33,22.8,0,2,83,60,6.3,5.2,326.34,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,10,20,33.8,23.4,0,3,83,63,7.6,3.9,363.88,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,10,21,33,23.4,0,4,83,56,8.3,3.2,384.1,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,10,22,33.5,22.8,0,4,70,57,8.6,2.9,392.76,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,10,23,33.4,22.3,0,3,75,54,8.8,2.7,398.54,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,10,24,33.2,21.6,0,4,72,51,8.7,2.8,395.65,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,10,25,33.3,22.8,0,4,75,51,8.3,3.2,384.1,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,10,26,33,20.4,0,3.2,86,59,8.6,2.9,392.76,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,10,27,34,21.8,0.2,4.2,83,57,7.6,3.9,363.88,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,10,28,26.4,22.4,1.8,1.8,81,82,0,11.5,144.4,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,10,29,27.3,21.2,0,1,90,79,0,11.5,144.4,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,10,30,29.5,22,0,1,91,71,3.8,7.7,254.14,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,10,31,29.5,22.6,0,3,83,60,9.7,1.8,424.53,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,11,1,33.2,21.8,0,4,71,54,8.9,2,348.81,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,11,2,33.4,22.6,0,3,83,56,4.6,6.3,238.84,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,11,3,32.8,22.4,0,2,68,56,5.7,5.2,266.97,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,11,4,32.7,22.6,0,3,75,63,6.7,4.2,279.76,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,11,5,33.5,22.4,41.4,0,79,54,5.8,5.1,269.53,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,11,6,30.5,18.4,0.6,2.6,95,76,4.2,6.7,228.61,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,11,7,29,21.2,0,3,95,63,6.3,4.6,282.81,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,11,8,31,20,0,2,83,61,7.6,3.3,315.56,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,11,9,29.7,17.6,0,2,80,51,8.7,2.2,343.69,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,11,10,30.5,18,0,3,80,51,8.6,2.3,341.13,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,11,11,30.4,19.3,0,3,81,51,9.7,1.2,369.27,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,11,12,31.5,18.3,0,2,73,61,8.2,2.7,330.9,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,11,13,31.4,18.8,0,3,78,51,8.3,2.6,333.46,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,11,14,30.6,18.7,0,1,77,61,6.6,4.3,289.9,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,11,15,31.5,19.2,0,2,86,62,6.3,4.6,282.31,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,11,16,32.2,21.2,0,3,82,52,7,3.9,322,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,11,17,30.7,20.3,0,3,73,52,7.2,3.7,305.33,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,11,18,30.2,17.6,0,4,63,51,8.3,2.6,333.46,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,11,19,30.2,15.8,0,1,68,56,7.2,3.7,305.33,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,11,20,29.4,16.2,0,2,58,53,7.6,3.3,315.56,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,11,21,29.5,16.6,0,2,77,54,7.4,3.5,310.44,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,11,22,30,16.4,0,2,71,53,8.2,2.7,330.9,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,11,23,30.2,17.6,0,1,81,54,7.8,3.1,320.67,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,11,24,29.2,16.4,0,3,69,59,6.2,4.7,279.76,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,11,25,30,16.2,0,3,72,54,8.3,2.6,333.46,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,11,26,30,15.6,0,3,81,47,8.7,2.2,343.69,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,11,27,31.2,18,0,4,72,54,8.2,2.7,309,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,11,28,31.8,18.4,0,3,72,49,8.5,2.4,338.58,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,11,29,30.5,16.2,0,2,71,44,8.1,2.8,328.35,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,11,30,29.4,16.3,0,3,72,43,6.5,4.4,287.43,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,12,1,29.5,16.4,0,3,65,43,6.4,4.2,263.23,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,12,2,28.4,16.2,0,2,80,53,8.3,2.3,308.66,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,12,3,28.8,15.8,0,1,71,49,8.2,2.4,306.27,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,12,4,29.5,16.4,0,2,80,55,8.3,2.3,308.66,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,12,5,29.4,16.2,0,3,80,53,6.8,3.8,272.79,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,12,6,29,17.8,0,2,79,56,6.7,3.9,270.4,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,12,7,28.2,15.4,0,2,75,52,5.8,4.8,248.88,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,12,8,28.4,16,0,2,78,55,8.2,2.4,306.27,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,12,9,28.7,14.3,0,3,76,53,7.3,3.3,284.75,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,12,10,28.5,14.6,0,3,80,48,8.3,2.2,308.6,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,12,11,29.5,12.8,0,2,79,55,6.8,3.8,272.79,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,12,12,29.2,14.6,,2,80,49,7.8,2.8,296.7,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,12,13,30,14.5,0,3,80,54,7.2,3.4,282.36,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,12,14,29.5,18.2,0,2,80,47,6.3,4.3,260.84,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,12,15,27.8,16.2,0,1,78,52,5.8,4.8,248.88,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,12,16,28.5,17.2,0,2,79,53,2.3,8.3,165.19,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,12,17,24,18.3,7.6,1.4,84,80,0,10.6,110.2,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,12,18,19.2,16.8,1.6,0.6,100,100,0,10.6,110.2,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,12,19,19.8,16.2,0,1,88,83,0,10.6,110.2,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,12,20,24,13.4,0,1,100,80,6.4,4.2,263.23,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,12,21,26.2,13.2,0,3,94,65,0.7,3.9,270.4,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,12,22,26.5,14.4,0,1,88,58,7.3,3.3,284.75,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,12,23,27.4,13.6,0,2,83,52,7.7,2.9,294.31,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,12,24,27,14.8,0,2,84,52,6.8,3.8,272.79,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,12,25,26,14.5,0,2,60,50,5.4,5.2,339.32,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,12,26,26,13.8,0,2,83,50,6.5,4.1,265.62,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,12,27,25.5,12.8,0,2,72,49,7.4,3.2,294.31,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,12,28,24.6,11.6,0,3,58,48,7.8,2.8,296.7,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,12,29,24.8,9.2,0,2,65,40,7.4,3.2,287.14,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,12,30,26.7,11.4,0,2,60,36,7.3,3.3,284.75,,,,,,,,,,,,,,,,,,,,,,,,,
,2018,12,31,29,12,0,,78,43,7.8,2.8,296.7,,,,,,,,,,,,,,,,,,,,,,,,,
