Station,Year,Month,Day,Max Temp. (degree Celcius),Min Temp. (degree Celcius),Rainfall (mm),Actual Evaporation (mm),"Relative Humidity (morning, %)","Relative Humidity (afternoon, %)",Sunshine (hour/day),Cloudy (hour/day),Solar Radiation (cal/cm^2/day),,
,2019,10,1,29.5,25.2,7.8,NIL,87,75,1.3,10.2,181.19,,
,2019,10,2,29.8,25.3,27.4,NIL,91,75,1.6,9.9,189.81,,
,2019,10,3,28.8,25.2,0,3,84,74,7,4.5,345.12,,
,2019,10,4,31.8,26.2,0,2,88,70,1.7,9.8,192.69,,
,2019,10,5,34.5,28.5,0,3,96,72,3.7,7.8,250.21,,
,2019,10,6,33.5,25.2,0,4,87,81,5.7,5.8,307.73,,
,2019,10,7,33.8,25.8,3.8,1.8,92,75,9.2,2.3,408.39,,
,2019,10,8,35.2,23.2,0,NIL,91,74,2.4,9.1,212.82,,
,2019,10,9,33.5,24.8,28.2,3,91,64,5.7,5.8,307.73,,
,2019,10,10,32.2,24.2,0,4.2,87,80,8.2,3.3,379.63,,
,2019,10,11,32.8,23.8,15.2,3,91,81,2.6,8.9,218.57,,
,2019,10,12,34.8,24.5,0,3,92,78,9.5,2,417.01,,
,2019,10,13,36.2,25.8,0,4,88,74,9,2.5,402.64,,
,2019,10,14,34.2,24.5,0,2,88,74,9.1,2.4,405.51,,
,2019,10,15,36.2,23.8,0,4,84,74,9.4,2.4,414.14,,
,2019,10,16,36.8,26.2,0,4,81,74,5.4,6.1,299.1,,
,2019,10,17,35.2,25.5,0,3,73,74,9.8,1.7,425.65,,
,2019,10,18,32.8,25.8,0,4,88,74,6.4,5.1,327.86,,
,2019,10,19,33.1,26.2,0,5,84,74,7.9,3.6,371,,
,2019,10,20,33.2,25.8,0,3,85,74,8.5,3,388.26,,
,2019,10,21,29.8,25.2,0,2,88,80,4.1,7.4,261.71,,
,2019,10,22,25.8,22.4,0,NIL,96,88,2.6,8.9,218.57,,
,2019,10,23,26.1,23.1,22.4,NIL,95,85,1.1,10.4,175.43,,
,2019,10,24,25.6,24.2,2.1,NIL,91,81,0,11.5,143.8,,
,2019,10,25,25.1,23.2,1.1,NIL,87,81,0,11.5,143.8,,
,2019,10,26,28.2,22.5,5.2,2,95,894,0.7,10.8,163.93,,
,2019,10,27,34.1,23.6,0,3,95,88,2.8,8.7,224.33,,
,2019,10,28,34.3,25.2,0,1,91,80,9,2.5,402.64,,
,2019,10,29,30.8,24.7,0,2,91,85,7.5,4,359.5,,
,2019,10,30,32.1,23.8,0,2,91,88,8.5,3,388.26,,
,2019,10,31,32.2,23.7,0,NIL,80,88,6.8,4.7,339.37,,
,2019,11,1,34.2,23.1,0,NIL,90,67,5.5,5.4,260.13,,
,2019,11,2,33.6,22.4,0,NIL,90,67,9.2,1.7,354.13,,
,2019,11,3,32.8,22.3,0,NIL,90,58,7.6,3.3,313.48,,
,2019,11,4,33.8,22.7,0,NIL,95,73,7.9,3,321.1,,
,2019,11,5,33.2,22.5,0,NIL,90,64,8.7,2.2,341.43,,
,2019,11,6,26.8,22.6,0,NIL,95,74,6.5,4.4,285.53,,
,2019,11,7,30.7,23.2,0,NIL,90,68,4.8,6.1,242.35,,
,2019,11,8,27.6,22.3,5.6,NIL,91,58,1,9.9,145.8,,
,2019,11,9,24.4,21.5,10.6,NIL,90,60,0,10.9,120.4,,
,2019,11,10,28.1,22.2,2,NIL,95,74,0,10.9,120.4,,
,2019,11,11,31.2,21.5,0,NIL,90,77,2.1,8.8,173.75,,
,2019,11,12,34.1,22.2,0,NIL,95,77,7.6,3.3,313.48,,
,2019,11,13,34.2,22.1,0,NIL,95,71,8.6,2.3,338.89,,
,2019,11,14,34.1,21.6,0,NIL,90,74,8.4,2.5,331.81,,
,2019,11,15,33.5,20.8,0,NIL,95,68,5.2,5.7,252.51,,
,2019,11,16,33.3,20.5,0,NIL,90,65,8.5,2.4,336.35,,
,2019,11,17,32.6,20.5,0,NIL,90,67,8.4,2.5,333.81,,
,2019,11,18,31.5,20.1,0,NIL,95,65,7.6,3.3,313.48,,
,2019,11,19,31.2,19.3,0,NIL,90,77,7,3.9,298.24,,
,2019,11,20,31.1,19.3,0,NIL,90,59,6.2,4.7,277.91,,
,2019,11,21,32.2,18.6,0,NIL,85,62,8.4,2.5,333.81,,
,2019,11,22,31.3,18.5,0,NIL,95,59,7.6,3.3,313.48,,
,2019,11,23,32.1,19.2,0,NIL,90,65,8.5,2.4,336.35,,
,2019,11,24,32.2,19.3,0,NIL,90,68,8.7,2.2,341.43,,
,2019,11,25,32.1,19.2,0,NIL,95,62,9,1.9,349.05,,
,2019,11,26,33.1,19.3,0,NIL,95,65,7.6,3.3,313.48,,
,2019,11,27,33.8,19.2,0,NIL,90,74,9,1.9,349.05,,
,2019,11,28,32.2,18.9,0,NIL,90,63,9,1.9,349.05,,
,2019,11,29,31.2,18.8,0,NIL,90,87,8.5,2.4,336.35,,
,2019,11,30,22.8,16.5,0,NIL,90,95,6.8,4.1,293.16,,
,2019,12,1,27.2,15.8,0,NIL,95,72,5.8,4.8,247.08,,
,2019,12,2,28.5,15.8,0,NIL,90,78,6.6,4,266.07,,
,2019,12,3,28.5,16.8,0,NIL,86,82,7.8,2.8,294.55,,
,2019,12,4,28.6,16.7,0,NIL,82,82,9,1.6,323.04,,
,2019,12,5,30.2,15.8,0,NIL,86,78,8.8,1.8,318.29,,
,2019,12,6,30.8,18.8,0,NIL,77,66,7,3.6,275.56,,
,2019,12,7,28.8,16.2,0,NIL,85,66,7.7,2.9,292.18,,
,2019,12,8,27.2,16.8,0,NIL,90,66,7.8,2.8,294.55,,
,2019,12,9,20.2,16.2,0,NIL,94,69,5.1,5.5,230.46,,
,2019,12,10,25.8,15.2,0,NIL,94,95,4.7,5.9,220.97,,
,2019,12,11,27.1,14.7,0,NIL,94,90,5.1,5.5,239.96,,
,2019,12,12,27.2,14.8,0,NIL,90,90,7.5,3.1,287.43,,
,2019,12,13,28.2,15.8,0,NIL,85,90,0,10.6,109.4,,
,2019,12,14,28.6,15.3,0,NIL,85,74,7.8,2.8,294.55,,
,2019,12,15,29.5,14.9,0,NIL,85,95,7.4,3.2,285.06,,
,2019,12,16,28.7,15.6,0,NIL,95,74,6.7,3.9,268.44,,
,2019,12,17,28.5,14.8,0,NIL,85,90,4.9,5.7,225.37,,
,2019,12,18,28.1,14.8,0,NIL,95,78,3.1,7.5,182.99,,
,2019,12,19,259.5,15.9,0,NIL,90,85,2.4,8.2,166.37,,
,2019,12,20,17.1,14.8,0,NIL,80,90,0,10.6,109.4,,
,2019,12,21,20.2,13.8,0,NIL,84,69,0,10.6,109.4,,
,2019,12,22,20.2,12.8,0,NIL,100,90,0.3,7.3,187.73,,
,2019,12,23,19.2,14.5,0,NIL,100,85,0.5,10.1,121.27,,
,2019,12,24,20.2,13.1,0,NIL,100,90,2.1,8.5,159.25,,
,2019,12,25,20.8,12.5,0,NIL,94,73,6.6,4,266.06,,
,2019,12,26,23.8,12.5,0,NIL,89,72,1.8,8.8,152.13,,
,2019,12,27,22.2,11.8,4.4,NIL,94,81,0,10.6,109.4,,
,2019,12,28,26.3,12.5,0,NIL,89,89,6.9,3.7,273.19,,
,2019,12,29,26.8,17.8,0,NIL,90,77,8.2,2.4,304.05,,
,2019,12,30,29.2,17.5,0,NIL,85,77,5.1,5.5,230.46,,
,2019,12,31,30.2,15.8,0,NIL,81,71,7.5,3.1,287.43,,
,2020,1,1,30.1,18.1,0,NIL,95,63,7.1,3.6,289.5,,
,2020,1,2,27.8,17.5,0,NIL,94,66,6.7,4,350.9,,
,2020,1,3,27.8,11.2,16.8,NIL,94,75,0,10.7,114.6,,
,2020,1,4,25,12.2,0,NIL,94,78,5.6,5.1,252.55,,
,2020,1,5,21.5,12.2,0,NIL,100,79,2.9,7.8,186.04,,
,2020,1,6,15.2,13.8,0,NIL,100,85,5.1,5.6,240.23,,
,2020,1,7,20.8,14.5,0,NIL,94,90,0,10.7,114.6,,
,2020,1,8,23.2,14.2,0,NIL,94,87,3.2,7.5,193.43,,
,2020,1,9,19.5,14.2,0,NIL,94,90,5.1,5.6,240.23,,
,2020,1,10,16.8,13.5,0,NIL,94,90,1.5,9.2,151.55,,
,2020,1,11,21.8,13.8,0,NIL,94,95,0,10.7,114.6,,
,2020,1,12,17.2,13.8,0,NIL,94,90,5.8,4.9,257.47,,
,2020,1,13,20.8,12.2,0,NIL,100,90,0,10.7,114.6,,
,2020,1,14,21.5,12.8,0,NIL,94,100,2,8.7,163.87,,
,2020,1,15,26.3,12.8,0,NIL,100,90,3.3,7.4,290.56,,
,2020,1,16,26.2,12.2,0,NIL,95,82,8.2,2.5,316.59,,
,2020,1,17,26.8,16.5,0,NIL,85,66,5.3,5.4,397.21,,
,2020,1,18,27.2,16.8,0,NIL,90,83,7,3.7,287.03,,
,2020,1,19,21.8,12.2,0,NIL,89,79,5.6,5.1,252.55,,
,2020,1,20,23.2,11.8,0,NIL,84,78,5.3,5.4,245.16,,
,2020,1,21,22.8,11.2,0,NIL,94,95,7,3.7,287.03,,
,2020,1,22,23,10.8,0,NIL,94,73,8.3,2.9,319.06,,
,2020,1,23,23.2,11.1,0,NIL,94,64,5.7,5,255.01,,
,2020,1,24,23.5,11.2,0,NIL,94,62,7.5,3.2,299.35,,
,2020,1,25,23.8,10.8,0,NIL,88,59,5.1,5.6,240.23,,
,2020,1,26,21.2,12.2,0,NIL,88,86,5.4,5.3,247.62,,
,2020,1,27,22.8,13.5,0,NIL,94,81,1.8,8.9,158.94,,
,2020,1,28,24.2,15.5,0,NIL,100,85,3.8,6.9,208.21,,
,2020,1,29,25.1,14.4,0,NIL,94,90,3.9,6.8,210.67,,
,2020,1,30,25.2,14.5,0,NIL,94,71,5.5,5.2,250.08,,
,2020,1,31,23.5,13.8,0,NIL,94,74,0,10.7,114.6,,
,2020,2,1,22.2,11.2,0,NIL,84,65,6.5,4.7,318.94,,
,2020,2,2,23.2,10.8,0,NIL,88,60,9.1,2.1,318.94,,
,2020,2,3,25.2,13.8,0,NIL,88,65,8.1,3.1,318.94,,
,2020,2,4,20.8,12.8,0,NIL,94,78,8.1,3.1,318.94,,
,2020,2,5,21.1,12.6,0,NIL,89,75,7.6,3.6,318.94,,
,2020,2,6,25.2,12.8,0,NIL,89,79,9,2.2,318.94,,
,2020,2,7,24.8,17.2,0,NIL,79,68,6.1,5.1,318.94,,
,2020,2,8,19.5,13.8,0,NIL,85,75,3.9,7.3,318.94,,
,2020,2,9,25.5,13.5,0,NIL,89,75,6.5,4.7,318.94,,
,2020,2,10,26.2,14.2,0,NIL,85,69,8.3,2.9,318.94,,
,2020,2,11,25.2,14.8,0,NIL,80,83,8.3,2.9,318.94,,
,2020,2,12,25.4,14.7,0,NIL,80,87,8,3.2,318.94,,
,2020,2,13,25.2,14.8,0,NIL,89,79,8.1,3.1,318.94,,
,2020,2,14,17.5,13.8,0,NIL,80,87,3.1,8.1,318.94,,
,2020,2,15,28.5,12.5,0,NIL,95,78,3.8,7.4,318.94,,
,2020,2,16,28.2,12.2,0,NIL,95,91,4.1,7.1,318.94,,
,2020,2,17,27.8,17.2,0,NIL,95,76,5.7,5.5,318.94,,
,2020,2,18,27.5,15.8,0,NIL,100,79,7,4.2,318.94,,
,2020,2,19,20.2,16.2,0,NIL,95,83,7,4,318.94,,
,2020,2,20,28.8,15.8,0,NIL,100,79,8.6,6.5,318.94,,
,2020,2,21,30.2,18.5,0,NIL,95,79,8.7,2.6,318.94,,
,2020,2,22,28.8,18.8,0,NIL,95,76,5.1,2.5,318.94,,
,2020,2,23,28.2,18.5,0,NIL,95,91,6,6.1,318.94,,
,2020,2,24,24.2,16.8,0,NIL,100,80,1.1,5.2,318.94,,
,2020,2,25,24.2,14.8,0,NIL,100,79,4.1,10.1,318.94,,
,2020,2,26,27.8,15.2,0,NIL,95,79,9.4,7.1,318.94,,
,2020,2,27,28.2,18.2,0,NIL,95,82,4.8,1.8,318.94,,
,2020,2,28,29.2,16.8,0,NIL,100,83,9.8,6.4,318.94,,
,2020,2,29,29.5,18.2,0,NIL,78,79,NIL,1.4,318.94,,
,2020,3,1,28.5,20.2,0,NIL,82,71,8.7,3.1,438.33,,
,2020,3,2,28.5,19.2,0,NIL,86,62,8,3.8,416.14,,
,2020,3,3,27.5,18.8,0,NIL,86,71,5,6.8,321.07,,
,2020,3,4,27.2,19.1,0,NIL,86,73,8.5,3.3,431.99,,
,2020,3,5,29.8,11.2,0,NIL,90,64,7.5,4.3,400.3,,
,2020,3,6,24.2,17.8,0,NIL,68,72,7.7,4.1,406.64,,
,2020,3,7,28.8,18.2,0,NIL,95,71,0,11.8,162.6,,
,2020,3,8,29.2,17.2,0,NIL,95,82,5.9,5.9,349.59,,
,2020,3,9,28.5,17.2,0,NIL,82,73,9.5,2.3,463.68,,
,2020,3,10,29.3,18.5,0,NIL,78,62,10,1.8,479.59,,
,2020,3,11,29.5,18.7,0,NIL,75,63,8.7,3.1,438.33,,
,2020,3,12,31.8,20.5,0,NIL,78,62,9.3,2.5,457.35,,
,2020,3,13,30.5,19.8,0,NIL,87,62,8.6,3.2,435.16,,
,2020,3,14,31.5,19.5,0,NIL,75,65,7.8,4,407.81,,
,2020,3,15,31.7,19.6,0,NIL,90,56,9.7,2.1,470.02,,
,2020,3,16,30.8,19.2,0,NIL,90,56,9.7,2.1,470.02,,
,2020,3,17,30.5,19.5,0,NIL,75,58,7.1,4.7,387.62,,
,2020,3,18,30.8,19.2,0,NIL,76,60,9.5,2.3,463.68,,
,2020,3,19,32.8,20.2,0,NIL,75,63,9.5,2.2,466.85,,
,2020,3,20,31.2,18.8,0,NIL,92,60,9.5,2.3,463.68,,
,2020,3,21,26.5,18.8,0,NIL,85,63,7.6,4.2,403.47,,
,2020,3,22,28.8,19.8,0,NIL,90,60,3.8,8,283.03,,
,2020,3,23,31.2,19.5,0,NIL,78,76,6.8,5,387.11,,
,2020,3,24,31.1,19.6,0,NIL,76,58,9.5,2.3,463.68,,
,2020,3,25,31.2,19.5,0,NIL,79,60,10,1.8,479.53,,
,2020,3,26,34.5,21.2,0,NIL,75,60,9.4,2.4,460.52,,
,2020,3,27,31.5,18.4,0,NIL,100,60,9.6,2.2,466.85,,
,2020,3,28,30.2,18.2,0,NIL,87,63,10.1,1.7,482.7,,
,2020,3,29,32.5,20.2,0,NIL,91,60,5.2,6.6,327.4,,
,2020,3,30,33.5,19.5,0,NIL,91,69,4.8,7,314.73,,
,2020,3,31,35.2,20.5,0,NIL,63,66,6,5.8,352.76,,
,2020,4,1,34.5,20.1,0,NIL,87,69,10.1,2.4,504.22,,
,2020,4,2,33.2,19.6,0,NIL,87,68,8.9,3.6,465.27,,
,2020,4,3,33.5,19.5,0,NIL,87,63,7.8,4.7,429.57,,
,2020,4,4,33.5,19.5,0,NIL,83,68,8.1,4.4,439.31,,
,2020,4,5,33.8,20.1,0,NIL,91,82,9,3.5,468.52,,
,2020,4,6,33.5,19.6,0,NIL,87,60,10.2,2.3,507.47,,
,2020,4,7,33.6,19.5,0,NIL,91,68,9.1,3.4,471.76,,
,2020,4,8,32.1,19.2,0,NIL,91,77,9,3.5,468.52,,
,2020,4,9,32.3,19.5,0,NIL,87,80,8.5,4,452.29,,
,2020,4,10,32.1,19.5,0,NIL,87,64,8.1,4.4,439.31,,
,2020,4,11,31.5,19.1,0,NIL,83,60,8.6,3.9,455.53,,
,2020,4,12,30.8,19.1,0,NIL,91,66,7.5,5,419.83,,
,2020,4,13,31.2,19.3,0,NIL,90,84,8.5,4,452.29,,
,2020,4,14,30.5,20.1,0,NIL,86,77,7.6,4.9,423.08,,
,2020,4,15,30.2,20.5,0,NIL,86,69,7.1,5.4,406.85,,
,2020,4,16,31.1,20.8,0,NIL,90,70,6.8,5.7,397.11,,
,2020,4,17,31.5,20.5,0,NIL,83,71,7.6,4.9,423.08,,
,2020,4,18,30.1,19.1,0,NIL,78,69,7.5,5,419.83,,
,2020,4,19,30.5,22.8,0,NIL,90,68,6.5,6,387.37,,
,2020,4,20,20.8,22.5,0,NIL,88,63,8.5,4,452.29,,
,2020,4,21,30.2,21.5,12.2,NIL,100,70,2.4,10.1,254.3,,
,2020,4,22,30.5,21.5,5.6,NIL,81,71,3,9.5,273.77,,
,2020,4,23,30.2,20.5,0,NIL,95,66,5.3,7.2,348.42,,
,2020,4,24,27.2,21.2,60.8,NIL,91,70,0,12.5,176.4,,
,2020,4,25,29.8,22.5,0,NIL,91,67,9.1,3.4,471.76,,
,2020,4,26,30.2,22.8,0,NIL,91,68,2.3,10.2,265.27,,
,2020,4,27,32.5,21.5,0,NIL,87,60,7.5,5,419.83,,
,2020,4,28,32.2,20.8,8.8,NIL,91,62,4,8.5,306.23,,
,2020,4,29,32.1,20.5,16.4,NIL,95,95,8.2,4.3,442.55,,
,2020,4,30,30.5,22.2,0,NIL,91,71,4.1,8.4,309.78,,
,2020,5,1,30.6,22.3,0,NIL,95,63,3.2,10.1,336.47,,
,2020,5,2,32.5,23.5,0,NIL,95,66,4.4,8.9,226.29,,
,2020,5,3,34.8,25.2,0,NIL,91,67,3.1,10.2,284.62,,
,2020,5,4,32.2,23.1,0,NIL,88,67,7.7,5.6,239.25,,
,2020,5,5,30.5,21.8,0,NIL,91,80,7.6,5.7,479.07,,
,2020,5,6,32.2,21.8,55.8,NIL,84,64,0,13.3,456.38,,
,2020,5,7,32.5,21.2,0,NIL,88,55,9.5,3.8,459.62,,
,2020,5,8,35.5,26.2,0,NIL,80,61,7.5,5.8,479.07,,
,2020,5,9,36.5,26.5,0,NIL,81,65,9.5,3.8,436.94,,
,2020,5,10,36.1,26.2,0,NIL,92,65,8.7,4.6,423.97,,
,2020,5,11,35.2,24.5,0,NIL,92,65,8.5,4.8,433.7,,
,2020,5,12,30.5,24.2,0,NIL,95,68,8.3,5,479.07,,
,2020,5,13,32.1,24.5,0,NIL,80,61,8.4,4.9,440.18,,
,2020,5,14,33.5,24.5,0,NIL,80,67,11.2,2.1,462.86,,
,2020,5,15,32.8,24.1,0,NIL,92,58,9.6,3.7,427.21,,
,2020,5,16,32.5,24.5,0,NIL,80,67,8.1,5.2,459.62,,
,2020,5,17,32.1,23.5,0,NIL,82,67,7.1,6.2,265.18,,
,2020,5,18,32.5,24.2,0,NIL,95,67,6.4,6.9,187.4,,
,2020,5,19,30.2,24.8,0,NIL,92,80,5.3,8,349.44,,
,2020,5,20,30.1,24.5,88.5,NIL,91,75,2.1,11.2,446.66,,
,2020,5,21,30.2,24.5,23.8,NIL,92,78,1,12.3,446.66,,
,2020,5,22,32.5,25.8,11.2,NIL,82,80,0.8,12.5,349.44,,
,2020,5,23,31.8,24.5,0,NIL,88,81,9.5,3.8,365.64,,
,2020,5,24,31.2,23.5,0,NIL,91,70,4,9.3,187.4,,
,2020,5,25,31.5,20.8,0,NIL,88,80,5.1,8.2,252.21,,
,2020,5,26,31.2,20.5,74.5,NIL,100,67,4,9.3,417.49,,
,2020,5,27,31.5,20.2,0,NIL,81,70,4.7,8.6,323.51,,
,2020,5,28,30.5,21.5,0,NIL,87,70,8.7,4.6,514.71,,
,2020,5,29,31.1,21.8,18.8,NIL,80,81,0,13.3,482.31,,
,2020,5,30,31.5,22.8,0,NIL,81,85,4.8,8.5,524.44,,
,2020,5,31,32.2,24.8,66.8,NIL,100,92,6.5,6.8,187.4,,
,2020,6,1,32.2,25.8,0,NIL,96,84,6.2,7.4,341.74,,
,2020,6,2,32.5,25.1,0,NIL,87,88,5.6,8,280.56,,
,2020,6,3,30.2,24.5,0,NIL,100,77,5.2,8.4,190.4,,
,2020,6,4,29.5,25.8,52.4,NIL,95,91,4.3,9.3,222.6,,
,2020,6,5,31.2,25.1,48.2,NIL,92,80,0,13.6,190.4,,
,2020,6,6,31.1,25.1,20.8,NIL,91,78,6.2,7.4,470.54,,
,2020,6,7,31.2,25.2,0,NIL,95,80,6.5,7.1,325.64,,
,2020,6,8,35.5,26.5,0,NIL,85,74,6,7.6,419.02,,
,2020,6,9,33.5,26.2,0,NIL,100,74,8,5.6,338.52,,
,2020,6,10,32.5,26.8,17.2,NIL,100,84,4.1,9.5,470.54,,
,2020,6,11,30.2,25.5,35.6,NIL,100,88,3.3,10.3,315.62,,
,2020,6,12,31.5,26.2,18.8,NIL,100,92,0,13.6,399.7,,
,2020,6,13,33.2,26.8,0,NIL,85,88,7,6.6,413.9,,
,2020,6,14,32.8,25.8,14.2,NIL,84,78,6.1,7.5,315.98,,
,2020,6,15,30.5,25.6,3.8,NIL,100,78,5.2,8.4,222.6,,
,2020,6,16,29.5,25.5,0,NIL,95,77,2.1,11.5,319.2,,
,2020,6,17,32.2,25.5,119.8,NIL,100,88,1,12.6,386.82,,
,2020,6,18,32.5,25.8,43.8,NIL,80,88,10.2,3.4,402.92,,
,2020,6,19,32.2,25.5,0,NIL,84,81,9.5,4.1,464.1,,
,2020,6,20,31.2,26.5,0,NIL,80,80,8.5,5.1,457.66,,
,2020,6,21,31.8,26.5,11.8,NIL,84,80,5,8.6,441.56,,
,2020,6,22,32.5,27.8,18.2,NIL,80,67,5.5,8.1,402.92,,
,2020,6,23,32.8,27.5,0,NIL,84,77,7.1,6.5,467.32,,
,2020,6,24,32.8,23.8,0,NIL,88,61,2.4,11.2,448,,
,2020,6,25,31.5,24.5,41.8,NIL,96,80,5.3,8.3,309.54,,
,2020,6,26,29.5,25.8,0,NIL,91,67,4.5,9.1,190.4,,
,2020,6,27,30.2,25.2,0,NIL,100,88,3.2,10.4,203.28,,
,2020,6,28,32.2,26.2,0,NIL,96,96,3.3,10.3,190.4,,
,2020,6,29,34.8,26.8,0,NIL,100,88,4.5,9.1,396.48,,
,2020,6,30,34.2,27.5,33.2,NIL,96,81,7.4,6.2,486.64,,
